owner_source,owner_locator,owner_id,owner_requirement,scope,cm_cluster,current_owning_module,current_ui_component,read_path,write_action_path,canonical_producer,api_service,persistence_evidence,authorization_capability,test_evidence,current_result,qualification
overall flow(3).docx,"Table 2, row 14 / OF-28",OF-28,Operational manager receives signed Contract for execution monitoring,DIRECT,CM06 Executed/signed Contract evidence & client delivery,Contract,ContractExecutionHandoff,GET /api/admin/contracts/{id},POST .../executed-evidence; .../client-copy-distribution; .../operations-handoff,DocumentVersion + ContractAdminEvidence,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EXECUTION / CONTRACT_HANDOFF,test_admin_contract_owner_session.py; browser owner hardening,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow(3).docx,"Table 3, row 2 / OF-29",OF-29,Record/know Contract start date,DIRECT,CM07 Contract terms / payment schedule / deliverables / client inputs,Contract,ContractRevisionEditor / ContractCommitments,GET /api/admin/contracts/{id},PATCH .../{id}; POST .../commercial-terms; .../deliverables; .../client-inputs,ContractRevision-bound commitment rows,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_admin_contract_owner_session.py,OWNER_INPUT_REQUIRED,Exact Contract start-date/period semantics remain an AMEC policy boundary; UI preserves the unresolved state without inventing a default.
overall flow(3).docx,"Table 3, row 3 / OF-30",OF-30,Record/know expected end date,DIRECT,CM07 Contract terms / schedule / dates,Contract,ContractRevisionEditor / ContractCommitments,GET /api/admin/contracts/{id},PATCH .../{id}; POST .../commercial-terms; .../deliverables; .../client-inputs,ContractRevision-bound commitment rows,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_admin_contract_owner_session.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow(3).docx,"Table 3, row 4 / OF-31",OF-31,Track Project/authority reference,BOUNDARY,CM18 Canonical Project/Contract context,Contract + owning module,Overview / Sources,GET .../{id}/project-context,Owning Project/Client services,canonical Client/Project/Contract,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ,test_admin_contract_owner_session.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow(3).docx,"Table 3, row 5 / OF-32",OF-32,Track active project stage/status,DIRECT,CM08 Operations handoff / contract operational monitoring,Contract + owning module,Operations,GET /api/admin/contracts/{id}/operations,Contract projection only; no complete alert/send mutation,Contract operations read model,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ,test_contract_operational_contacts.py; browser owner hardening,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow(3).docx,"Table 3, row 6 / OF-33",OF-33,Track internal stage codes such as DC1/DC2,BOUNDARY,CM18 Canonical Project/Contract context,Contract + owning module,Overview / Sources,GET .../{id}/project-context,Owning Project/Client services,canonical Client/Project/Contract,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ,test_admin_contract_owner_session.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow(3).docx,"Table 3, row 7 / OF-34",OF-34,Monitor Engineering progress,DIRECT,CM08 Operations handoff / contract operational monitoring,Contract,Operations,GET /api/admin/contracts/{id}/operations,Contract projection only; no complete alert/send mutation,Contract operations read model,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ,test_contract_operational_contacts.py; browser owner hardening,FAIL,"Current operations projection exposes status/risk/next action, but proactive alert and client-stage communication workflow is absent."
overall flow(3).docx,"Table 3, row 8 / OF-35",OF-35,Monitor authority/system progression,DIRECT,CM08 Operations handoff / contract operational monitoring,Contract + owning module,Operations,GET /api/admin/contracts/{id}/operations,Contract projection only; no complete alert/send mutation,Contract operations read model,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ,test_contract_operational_contacts.py; browser owner hardening,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow(3).docx,"Table 3, row 9 / OF-36",OF-36,Detect schedule risk before Contract end date,DIRECT,CM07 Contract terms / payment schedule / deliverables / client inputs,Contract,ContractRevisionEditor / ContractCommitments,GET /api/admin/contracts/{id},PATCH .../{id}; POST .../commercial-terms; .../deliverables; .../client-inputs,ContractRevision-bound commitment rows,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_admin_contract_owner_session.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow(3).docx,"Table 3, row 10 / OF-37",OF-37,Proactively alert Executive/Design when project is falling behind,DIRECT,CM08 Operations handoff / contract operational monitoring,Contract,Operations,GET /api/admin/contracts/{id}/operations,Contract projection only; no complete alert/send mutation,Contract operations read model,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ,test_contract_operational_contacts.py; browser owner hardening,FAIL,"Current operations projection exposes status/risk/next action, but proactive alert and client-stage communication workflow is absent."
overall flow(3).docx,"Table 3, row 11 / OF-38",OF-38,Do not wait until deadline has already been missed,DIRECT,CM08 Operations handoff / contract operational monitoring,Contract + owning module,Operations,GET /api/admin/contracts/{id}/operations,Contract projection only; no complete alert/send mutation,Contract operations read model,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ,test_contract_operational_contacts.py; browser owner hardening,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow(3).docx,"Table 3, row 12 / OF-39",OF-39,"If delay threatens Contract period, initiate client Contract-extension action",DIRECT,CM07 Contract terms / payment schedule / deliverables / client inputs,Contract,ContractRevisionEditor / ContractCommitments,GET /api/admin/contracts/{id},PATCH .../{id}; POST .../commercial-terms; .../deliverables; .../client-inputs,ContractRevision-bound commitment rows,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_admin_contract_owner_session.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow(3).docx,"Table 3, row 13 / OF-40",OF-40,Extension must preserve original Contract history,DIRECT,CM03 Contract revision / amendment / history,Contract,ContractExtensionPanel / History,GET /api/admin/contracts/{id}/operations,POST .../extension-requests; .../extension-decisions,ContractRevision + ContractAdminEvidence,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT / CONTRACT_REVIEW_AUTHORITY,test_admin_contract_owner_session.py; browser owner hardening,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow(3).docx,"Table 3, row 14 / OF-41",OF-41,Operations knows when invoice milestone becomes due,BOUNDARY,CM13 Contract→Finance context / invoice trigger,Contract + owning module,Operations & Billing,GET .../{id}/billing-context,Navigation/deep link to Billing; Contract does not mutate invoices/payments,Billing read model,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ (Billing owns mutation),test_admin_contract_owner_session.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow(3).docx,"Table 3, row 15 / OF-42",OF-42,Operations proactively triggers invoice-preparation work,BOUNDARY,CM13 Contract→Finance context / invoice trigger,Contract + owning module,Operations & Billing,GET .../{id}/billing-context,Navigation/deep link to Billing; Contract does not mutate invoices/payments,Billing read model,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ (Billing owns mutation),test_admin_contract_owner_session.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow(3).docx,"Table 3, row 16 / OF-43",OF-43,Operations monitors overdue invoice/collection follow-up,DIRECT,CM08 Operations handoff / contract operational monitoring,Contract + owning module,Operations,GET /api/admin/contracts/{id}/operations,Contract projection only; no complete alert/send mutation,Contract operations read model,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ,test_contract_operational_contacts.py; browser owner hardening,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow(3).docx,"Table 3, row 17 / OF-44",OF-44,Escalate unresolved collection to appropriate human,BOUNDARY,CM13 Contract→Finance context / invoice trigger,Contract + owning module,Operations & Billing,GET .../{id}/billing-context,Navigation/deep link to Billing; Contract does not mutate invoices/payments,Billing read model,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ (Billing owns mutation),test_admin_contract_owner_session.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
